"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"19","RT @IT_eSecurity: “Wannacry puso de manifiesto que el parchado tradicional es ineficiente” @TrendMicroES #Leyendo Por una Transformación Di…",FALSE,0,NA,2017-12-14 17:34:47,FALSE,NA,"941360834248396800",NA,"<a href=""http://www.noweb.com"" rel=""nofollow"">Statistics for IT</a>","ituser_movil",13,TRUE,FALSE,NA,NA
"20","RT @IT_eSecurity: “Wannacry puso de manifiesto que el parchado tradicional es ineficiente” @TrendMicroES #Leyendo Por una Transformación Di…",FALSE,0,NA,2017-12-14 17:34:46,FALSE,NA,"941360832004476930",NA,"<a href=""http://www.noweb.com"" rel=""nofollow"">Statistics for IT</a>","ituser_cloud",13,TRUE,FALSE,NA,NA
"21","RT @IT_eSecurity: “Wannacry puso de manifiesto que el parchado tradicional es ineficiente” @TrendMicroES #Leyendo Por una Transformación Di…",FALSE,0,NA,2017-12-14 17:34:46,FALSE,NA,"941360829668188160",NA,"<a href=""http://www.noweb.com"" rel=""nofollow"">Statistics for IT</a>","ituser_storage",13,TRUE,FALSE,NA,NA
"22","RT @IT_eSecurity: “Wannacry puso de manifiesto que el parchado tradicional es ineficiente” @TrendMicroES #Leyendo Por una Transformación Di…",FALSE,0,NA,2017-12-14 17:34:45,FALSE,NA,"941360827352928257",NA,"<a href=""http://www.noweb.com"" rel=""nofollow"">Statistics for IT</a>","ituser_bigdata",13,TRUE,FALSE,NA,NA
"23","RT @IT_eSecurity: “Wannacry puso de manifiesto que el parchado tradicional es ineficiente” @TrendMicroES #Leyendo Por una Transformación Di…",FALSE,0,NA,2017-12-14 17:34:45,FALSE,NA,"941360825217974272",NA,"<a href=""http://www.noweb.com"" rel=""nofollow"">Statistics for IT</a>","ituser_security",13,TRUE,FALSE,NA,NA
"24","RT @IT_eSecurity: “Wannacry puso de manifiesto que el parchado tradicional es ineficiente” @TrendMicroES #Leyendo Por una Transformación Di…",FALSE,0,NA,2017-12-14 17:34:44,FALSE,NA,"941360823053766657",NA,"<a href=""http://www.noweb.com"" rel=""nofollow"">Statistics for IT</a>","ituser_digital",13,TRUE,FALSE,NA,NA
"25","RT @IT_eSecurity: “Wannacry puso de manifiesto que el parchado tradicional es ineficiente” @TrendMicroES #Leyendo Por una Transformación Di…",FALSE,0,NA,2017-12-14 17:34:43,FALSE,NA,"941360820809818112",NA,"<a href=""http://www.noweb.com"" rel=""nofollow"">Statistics for IT</a>","miquelag72",13,TRUE,FALSE,NA,NA
"26","RT @IT_eSecurity: “Wannacry puso de manifiesto que el parchado tradicional es ineficiente” @TrendMicroES #Leyendo Por una Transformación Di…",FALSE,0,NA,2017-12-14 17:34:43,FALSE,NA,"941360818595262464",NA,"<a href=""http://www.noweb.com"" rel=""nofollow"">Statistics for IT</a>","TIyEmpresa",13,TRUE,FALSE,NA,NA
"27","“Wannacry puso de manifiesto que el parchado tradicional es ineficiente” @TrendMicroES #Leyendo Por una Transformac… https://t.co/qxYpfzYIN0",FALSE,2,NA,2017-12-14 17:33:55,TRUE,NA,"941360615498698752",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","IT_eSecurity",13,FALSE,FALSE,NA,NA
"28","#RT @EnvoyeSpecial: Le #rançongiciel #WannaCry porterait la signature de la Corée du Nord.

<ed><U+00A0><U+00BD><ed><U+00B1><U+0089> ""Les braqueurs de l'o… https://t.co/zDu2DEW6HM",FALSE,0,NA,2017-12-14 17:31:33,TRUE,NA,"941360020989628418",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","TeamLeMonde",0,FALSE,FALSE,NA,NA
"29","RT @Jumpanzee_Team: Remember the #WannaCry #ransomware attacks? Protect your #SmallBusiness and checkout @CrowdStrike's #infographic https:…",FALSE,0,NA,2017-12-14 17:31:29,FALSE,NA,"941360003251953664",NA,"<a href=""https://www.google.com"" rel=""nofollow"">helloworld-b</a>","sectest9",277,TRUE,FALSE,NA,NA
"30","RT @MalwareTechBlog: Decided my first blog post will be the story of the immediate WannaCry aftermath including how I got doxed. Not sure h…",FALSE,0,NA,2017-12-14 17:28:47,FALSE,NA,"941359325465010176",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","wizkkkkk",77,TRUE,FALSE,NA,NA
"31","RT @Jumpanzee_Team: Remember the #WannaCry #ransomware attacks? Protect your #SmallBusiness and checkout @CrowdStrike's #infographic https:…",FALSE,0,NA,2017-12-14 17:21:58,FALSE,NA,"941357610783133696",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Jumpanzee_Team",277,TRUE,FALSE,NA,NA
"32","RT @TufinTech: Article in @InfosecurityMag looks back at #WannaCry and #NotPetya, sharing research that neither #ransomware event resulted…",FALSE,0,NA,2017-12-14 17:21:27,FALSE,NA,"941357478696112128",NA,"<a href=""https://www.google.com"" rel=""nofollow"">helloworld-b</a>","sectest9",2,TRUE,FALSE,NA,NA
"33","A1: WannaCry happened. I partially predicted it last year when I was working with Cisco. Also got featured in 2016… https://t.co/TDuzTFg9ds",FALSE,6,NA,2017-12-14 17:16:29,TRUE,NA,"941356229347160065",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","da_667",1,FALSE,FALSE,NA,NA
"34","RT @TufinTech: Article in @InfosecurityMag looks back at #WannaCry and #NotPetya, sharing research that neither #ransomware event resulted…",FALSE,0,NA,2017-12-14 17:15:25,FALSE,NA,"941355960181972994",NA,"<a href=""http://bufferapp.com"" rel=""nofollow"">Buffer</a>","Ninety_West",2,TRUE,FALSE,NA,NA
"35","RT @MalwareTechBlog: Decided my first blog post will be the story of the immediate WannaCry aftermath including how I got doxed. Not sure h…",FALSE,0,NA,2017-12-14 17:15:21,FALSE,NA,"941355946202288129",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","andrewchester",77,TRUE,FALSE,NA,NA
"36","RT @TheCryptoWealth: Some would say WannaCry was the vehicle that pushed Bitcoin into the 'main stream'. 

Prior to those events, the gener…",FALSE,0,NA,2017-12-14 17:15:08,FALSE,NA,"941355890552332288",NA,"<a href=""http://chirpy.dev"" rel=""nofollow"">ChirpyApp</a>","ShamsRatul",1,TRUE,FALSE,NA,NA
"37","RT @EnvoyeSpecial: Le #rançongiciel #WannaCry porterait la signature de la Corée du Nord.

<ed><U+00A0><U+00BD><ed><U+00B1><U+0089> ""Les braqueurs de l'ombre"" 
<ed><U+00A0><U+00BD><ed><U+00B4><U+00B4> #EnvoyeSpecial c…",FALSE,0,NA,2017-12-14 17:13:13,FALSE,NA,"941355408903606277",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","NatouBambou12",9,TRUE,FALSE,NA,NA
"38","RT @AngelServices98: WannaCry and NotPetya Had Little Impact on Security Spend via @InfosecurityMag #cybersecurity #wannacry #notpetya #sec…",FALSE,0,NA,2017-12-14 17:11:27,FALSE,NA,"941354961589407745",NA,"<a href=""https://www.google.com"" rel=""nofollow"">helloworld-b</a>","sectest9",1,TRUE,FALSE,NA,NA
"39","WannaCry and NotPetya Had Little Impact on Security Spend via @InfosecurityMag #cybersecurity #wannacry #notpetya… https://t.co/D4egtrR1on",FALSE,0,NA,2017-12-14 17:09:10,TRUE,NA,"941354389855526913",NA,"<a href=""http://bufferapp.com"" rel=""nofollow"">Buffer</a>","AngelServices98",1,FALSE,FALSE,NA,NA
"40","RT @EnvoyeSpecial: Le #rançongiciel #WannaCry porterait la signature de la Corée du Nord.

<ed><U+00A0><U+00BD><ed><U+00B1><U+0089> ""Les braqueurs de l'ombre"" 
<ed><U+00A0><U+00BD><ed><U+00B4><U+00B4> #EnvoyeSpecial c…",FALSE,0,NA,2017-12-14 17:07:15,FALSE,NA,"941353904893255683",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","oliviersibille",9,TRUE,FALSE,NA,NA
"41","RT @EnvoyeSpecial: Le #rançongiciel #WannaCry porterait la signature de la Corée du Nord.

<ed><U+00A0><U+00BD><ed><U+00B1><U+0089> ""Les braqueurs de l'ombre"" 
<ed><U+00A0><U+00BD><ed><U+00B4><U+00B4> #EnvoyeSpecial c…",FALSE,0,NA,2017-12-14 17:04:57,FALSE,NA,"941353327274668032",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","G_Beaufils",9,TRUE,FALSE,NA,NA
"42","The #WannaCry #ransomware was only one reason to keep your operating systems updated.  https://t.co/VsURTP6i9z",FALSE,0,NA,2017-12-14 17:01:27,FALSE,NA,"941352446613442560",NA,"<a href=""https://www.socialoomph.com"" rel=""nofollow"">SocialOomph</a>","SwordShieldSec",0,FALSE,FALSE,NA,NA
"43","RT @EnvoyeSpecial: Le #rançongiciel #WannaCry porterait la signature de la Corée du Nord.

<ed><U+00A0><U+00BD><ed><U+00B1><U+0089> ""Les braqueurs de l'ombre"" 
<ed><U+00A0><U+00BD><ed><U+00B4><U+00B4> #EnvoyeSpecial c…",FALSE,0,NA,2017-12-14 17:01:26,FALSE,NA,"941352444621139968",NA,"<a href=""https://www.google.com"" rel=""nofollow"">helloworld-b</a>","sectest9",9,TRUE,FALSE,NA,NA
"44","RT @MalwareTechBlog: Decided my first blog post will be the story of the immediate WannaCry aftermath including how I got doxed. Not sure h…",FALSE,0,NA,2017-12-14 16:59:35,FALSE,NA,"941351978285850631",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","DaleInnis",77,TRUE,FALSE,NA,NA
"45","RT @EnvoyeSpecial: Le #rançongiciel #WannaCry porterait la signature de la Corée du Nord.

<ed><U+00A0><U+00BD><ed><U+00B1><U+0089> ""Les braqueurs de l'ombre"" 
<ed><U+00A0><U+00BD><ed><U+00B4><U+00B4> #EnvoyeSpecial c…",FALSE,0,NA,2017-12-14 16:57:02,FALSE,NA,"941351334556721153",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","arrowzer44g",9,TRUE,FALSE,NA,NA
"46","RT @EnvoyeSpecial: Le #rançongiciel #WannaCry porterait la signature de la Corée du Nord.

<ed><U+00A0><U+00BD><ed><U+00B1><U+0089> ""Les braqueurs de l'ombre"" 
<ed><U+00A0><U+00BD><ed><U+00B4><U+00B4> #EnvoyeSpecial c…",FALSE,0,NA,2017-12-14 16:54:38,FALSE,NA,"941350732808294401",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","sommelier50",9,TRUE,FALSE,NA,NA
"47","RT @EnvoyeSpecial: Le #rançongiciel #WannaCry porterait la signature de la Corée du Nord.

<ed><U+00A0><U+00BD><ed><U+00B1><U+0089> ""Les braqueurs de l'ombre"" 
<ed><U+00A0><U+00BD><ed><U+00B4><U+00B4> #EnvoyeSpecial c…",FALSE,0,NA,2017-12-14 16:54:29,FALSE,NA,"941350694644256769",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","generation____s",9,TRUE,FALSE,NA,NA
"48","Le #rançongiciel #WannaCry porterait la signature de la Corée du Nord.

<ed><U+00A0><U+00BD><ed><U+00B1><U+0089> ""Les braqueurs de l'ombre"" 
<ed><U+00A0><U+00BD><ed><U+00B4><U+00B4>… https://t.co/IMXBpTOISj",FALSE,16,NA,2017-12-14 16:53:19,TRUE,NA,"941350400300548096",NA,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>","EnvoyeSpecial",9,FALSE,FALSE,NA,NA
"49","RT @cedricborel: #Wannacry le virus a disrupté quelques entreprises, demain le black-out à cause des #Smartbuildings ? Les organes de l'inf…",FALSE,0,NA,2017-12-14 16:51:27,FALSE,NA,"941349928315613184",NA,"<a href=""https://www.google.com"" rel=""nofollow"">helloworld-b</a>","sectest9",1,TRUE,FALSE,NA,NA
"50","#Wannacry le virus a disrupté quelques entreprises, demain le black-out à cause des #Smartbuildings ? Les organes d… https://t.co/cCJaUgaxg3",FALSE,0,NA,2017-12-14 16:50:50,TRUE,NA,"941349776116867072",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","cedricborel",1,FALSE,FALSE,NA,NA
"51","You might think #security professionals would feel like prized possessions after #WannaCry, but most say this is no… https://t.co/26SduklVWZ",FALSE,0,NA,2017-12-14 16:50:43,TRUE,NA,"941349746177986561",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","cbronline",0,FALSE,FALSE,NA,NA
"52","I can and have given so much more. I know the signs. Do you know the proper techniques.  #wannacry",FALSE,0,NA,2017-12-14 16:46:30,FALSE,NA,"941348683643318273",NA,"<a href=""https://github.com/jsvine/markovify"" rel=""nofollow"">Simon says markov</a>","9000ipaddresses",0,FALSE,FALSE,NA,NA
"53","RT @dannyjpalmer: Safe to say this has been one of my most popular pieces of the year (and first published before WannaCry happened!) #Rans…",FALSE,0,NA,2017-12-14 16:44:53,FALSE,NA,"941348277236137984",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","NickJHeath",2,TRUE,FALSE,NA,NA
"54","How many #IoT devices run Android, or Android with a custom GUI? Will 2018 have something as destructive as WannaCr… https://t.co/qlchOzxlf4",FALSE,2,"kim_crawley",2017-12-14 16:41:06,TRUE,"941345339537264641","941347327750623232","190038605","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","kim_crawley",0,FALSE,FALSE,NA,NA
"55","‘Militarization of cyberspace going out of control’: IT experts talk WannaCry ransomware hackstorm https://t.co/JkiMzGriUR",FALSE,0,NA,2017-12-14 16:37:22,FALSE,NA,"941346386431246336",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","5150power",0,FALSE,FALSE,NA,NA
"56","RT @dannyjpalmer: Safe to say this has been one of my most popular pieces of the year (and first published before WannaCry happened!) #Rans…",FALSE,0,NA,2017-12-14 16:32:54,FALSE,NA,"941345263280672768",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","sallybratton1",2,TRUE,FALSE,NA,NA
"57","RT @DIGITALEUROPE: Governments in the #EU should put in place clear policies relating to the handling and disclosure of #Cybersecurity vuln…",FALSE,0,NA,2017-12-14 16:23:17,FALSE,NA,"941342840197734402",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","guialideres",8,TRUE,FALSE,NA,NA
"58","Cybersecurity IS a Clinical Risk: Can you trust the diagnostic data from a virus-infected medical device? WannaCry… https://t.co/EdbOPF1Tlm",FALSE,0,NA,2017-12-14 16:22:46,TRUE,NA,"941342713454256129",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BlackShift",0,FALSE,FALSE,NA,NA
"59","RT @DIGITALEUROPE: Governments in the #EU should put in place clear policies relating to the handling and disclosure of #Cybersecurity vuln…",FALSE,0,NA,2017-12-14 16:21:18,FALSE,NA,"941342342065348609",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Iva_Tasheva",8,TRUE,FALSE,NA,NA
"60","RT @Network_IQ: Have we learnt nothing from the devastation of WannaCry? #CyberSecurity #Threats https://t.co/k1CEMgvZbr https://t.co/7y2J7…",FALSE,0,NA,2017-12-14 16:15:07,FALSE,NA,"941340788683870208",NA,"<a href=""https://www.website.com"" rel=""nofollow"">CyberByber</a>","TheCrucialGroup",1,TRUE,FALSE,NA,NA
"61","Have we learnt nothing from the devastation of WannaCry? #CyberSecurity #Threats https://t.co/k1CEMgvZbr https://t.co/7y2J7eBKJw",FALSE,2,NA,2017-12-14 16:14:08,FALSE,NA,"941340541131902976",NA,"<a href=""http://bufferapp.com"" rel=""nofollow"">Buffer</a>","Network_IQ",1,FALSE,FALSE,NA,NA
"62","RT @qeldar_it: Have we learnt nothing from #WannaCry? https://t.co/2GneU4My5c",FALSE,0,NA,2017-12-14 16:11:26,FALSE,NA,"941339861696606209",NA,"<a href=""https://www.google.com"" rel=""nofollow"">helloworld-b</a>","sectest9",1,TRUE,FALSE,NA,NA
"63","Safe to say this has been one of my most popular pieces of the year (and first published before WannaCry happened!)… https://t.co/givfTAX6qE",FALSE,0,NA,2017-12-14 16:11:03,TRUE,NA,"941339763755372545",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","dannyjpalmer",2,FALSE,FALSE,NA,NA
"64","Have we learnt nothing from #WannaCry? https://t.co/2GneU4My5c",FALSE,0,NA,2017-12-14 16:10:10,FALSE,NA,"941339542841384960",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","qeldar_it",1,FALSE,FALSE,NA,NA
"65","@BigDadDewgong Just be careful - this sort of thing is how WannaCry spread. If you need remote capabilities, look a… https://t.co/CAHxp626zZ",FALSE,1,"BigDadDewgong",2017-12-14 16:06:42,TRUE,"941336659735523330","941338666944946176","162706423","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","wompa164",0,FALSE,FALSE,NA,NA
"66","RT @BCS_CallProcess: Take a tour of 2017’s worst #cybersecurity disasters: #WannaCry, #Verizon, #HipChat &amp; more: Ready for 2018? https://t.…",FALSE,0,NA,2017-12-14 16:01:27,FALSE,NA,"941337345483268096",NA,"<a href=""https://www.google.com"" rel=""nofollow"">helloworld-b</a>","sectest9",1,TRUE,FALSE,NA,NA
"67","No surprises here <ed><U+00A0><U+00BD><ed><U+00B8><U+009E> https://t.co/CwpXC61MEf",FALSE,0,NA,2017-12-14 15:56:27,FALSE,NA,"941336088110616577",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","chandlerhowell",0,FALSE,FALSE,NA,NA
"68","RT @DIGITALEUROPE: Governments in the #EU should put in place clear policies relating to the handling and disclosure of #Cybersecurity vuln…",FALSE,0,NA,2017-12-14 15:53:56,FALSE,NA,"941335455961878528",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","LeylaKeser",8,TRUE,FALSE,NA,NA
"69","Take a tour of 2017’s worst #cybersecurity disasters: #WannaCry, #Verizon, #HipChat &amp; more: Ready for 2018? https://t.co/HxPLfWnrjI",FALSE,0,NA,2017-12-14 15:52:28,FALSE,NA,"941335084686237697",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BCS_CallProcess",1,FALSE,FALSE,NA,NA
"70","Kaspersky names WannaCry “vulnerability of the year” https://t.co/twXdQW3S2g",FALSE,0,NA,2017-12-14 15:49:09,FALSE,NA,"941334252880322561",NA,"<a href=""http://paper.li"" rel=""nofollow"">Paper.li</a>","rob_daly",0,FALSE,FALSE,NA,NA
"71","RT @MalwareTechBlog: Decided my first blog post will be the story of the immediate WannaCry aftermath including how I got doxed. Not sure h…",FALSE,0,NA,2017-12-14 15:45:44,FALSE,NA,"941333390489419778",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","developPepper",77,TRUE,FALSE,NA,NA
"72","Microsoft blames NSA for its security flaw in the 'WannaCry' scandal. https://t.co/O7ewvQvDA5",FALSE,0,NA,2017-12-14 15:45:15,FALSE,NA,"941333270997979139",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","Tech3Houston",0,FALSE,FALSE,NA,NA
"73","See how you can stop #NotPetya with the #CatoCloud https://t.co/NRRqL6QPuM",FALSE,1,NA,2017-12-14 15:44:09,FALSE,NA,"941332994522042368",NA,"<a href=""http://www.oktopost.com"" rel=""nofollow"">Oktopost</a>","CatoNetworks",0,FALSE,FALSE,NA,NA
"74","RT @DIGITALEUROPE: Governments in the #EU should put in place clear policies relating to the handling and disclosure of #Cybersecurity vuln…",FALSE,0,NA,2017-12-14 15:42:52,FALSE,NA,"941332672483340288",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","dperera87",8,TRUE,FALSE,NA,NA
"75","RT @Transform_Sec: #Cyberthreats are still being brushed aside, even after #WannaCry and #NotPetya &gt; https://t.co/PePyFJFIJL via @Informati…",FALSE,0,NA,2017-12-14 15:41:27,FALSE,NA,"941332312817618947",NA,"<a href=""https://www.google.com"" rel=""nofollow"">helloworld-b</a>","sectest9",3,TRUE,FALSE,NA,NA
"76","RT @DerbysCyberBiz: What is WannaCry and what can I do to protect myself?

The @ncsc have created guidance for home users or small business…",FALSE,0,NA,2017-12-14 15:39:14,FALSE,NA,"941331757886001152",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","CrimeWarrior",2,TRUE,FALSE,NA,NA
